=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: GOA"
"Common Name: Pacific cod,Pacific cod (adult),Pacific cod (juvenile)"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satifactory Gear Performance","Gear Performance Description","Gear Depth","Bottom Depth","Specimen ID","Biostratum","Species Code","Common Name","Scientific Name","Length (mm)","Sex","Weight (gm)","Age (years)","Maturity","Maturity Table","Gonad Weight","Specimen Subsample Method","Specimen Sample Type","Age Determination Method","AKFIN Load Date"
GOA,1990,320,31282,199001,83,128,56.71067,-156.83217,56.72467,-156.87883,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",106,106,309,121,21720,Pacific cod,Gadus macrocephalus,720,Female,,8,,,,2,1,6,29-SEP-21
GOA,1990,320,31285,199001,83,131,57.38583,-156.31217,57.39517,-156.28583,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",20,20,322,20,21720,Pacific cod,Gadus macrocephalus,200,Male,,1,,,,2,1,6,29-SEP-21
GOA,1990,320,31285,199001,83,131,57.38583,-156.31217,57.39517,-156.28583,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",20,20,326,20,21720,Pacific cod,Gadus macrocephalus,190,Female,,1,,,,2,1,6,29-SEP-21
GOA,1990,320,31285,199001,83,131,57.38583,-156.31217,57.39517,-156.28583,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",20,20,328,20,21720,Pacific cod,Gadus macrocephalus,180,Female,,1,,,,2,1,6,29-SEP-21
GOA,1990,320,31285,199001,83,131,57.38583,-156.31217,57.39517,-156.28583,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",20,20,330,20,21720,Pacific cod,Gadus macrocephalus,200,Female,,1,,,,2,1,6,29-SEP-21
GOA,1984,326,32740,198401,555,331,54.56833,-160.2535,54.5635,-160.29883,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",117,117,394,0,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32740,198401,555,331,54.56833,-160.2535,54.5635,-160.29883,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",117,117,399,0,21720,Pacific cod,Gadus macrocephalus,420,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32740,198401,555,331,54.56833,-160.2535,54.5635,-160.29883,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",117,117,407,0,21720,Pacific cod,Gadus macrocephalus,490,Female,,,,,,1,1,,29-SEP-21
GOA,1984,326,32740,198401,555,331,54.56833,-160.2535,54.5635,-160.29883,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",117,117,408,0,21720,Pacific cod,Gadus macrocephalus,470,Female,,,,,,1,1,,29-SEP-21
GOA,1984,326,32740,198401,555,331,54.56833,-160.2535,54.5635,-160.29883,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",117,117,417,0,21720,Pacific cod,Gadus macrocephalus,540,Female,,,,,,1,1,,29-SEP-21
GOA,1984,326,32742,198401,555,333,54.7115,-160.5725,54.72283,-160.6195,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,448,0,21720,Pacific cod,Gadus macrocephalus,550,Female,,,,,,1,1,,29-SEP-21
GOA,1984,326,32742,198401,555,333,54.7115,-160.5725,54.72283,-160.6195,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,424,0,21720,Pacific cod,Gadus macrocephalus,450,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32742,198401,555,333,54.7115,-160.5725,54.72283,-160.6195,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,429,0,21720,Pacific cod,Gadus macrocephalus,570,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,453,0,21720,Pacific cod,Gadus macrocephalus,420,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,454,0,21720,Pacific cod,Gadus macrocephalus,460,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,461,0,21720,Pacific cod,Gadus macrocephalus,390,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,463,0,21720,Pacific cod,Gadus macrocephalus,480,Male,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,471,0,21720,Pacific cod,Gadus macrocephalus,430,Female,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,477,0,21720,Pacific cod,Gadus macrocephalus,460,Female,,,,,,1,1,,29-SEP-21
GOA,1984,326,32749,198401,555,340,54.37833,-161.58983,54.39867,-161.62333,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",130,130,480,0,21720,Pacific cod,Gadus macrocephalus,470,Female,,,,,,1,1,,29-SEP-21
GOA,1984,314,30224,198401,57,13,55.67217,-157.825,55.66817,-157.8685,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",128,128,26,6,21720,Pacific cod,Gadus macrocephalus,720,Male,5000,,,,,1,1,,29-SEP-21
GOA,1984,314,30224,198401,57,13,55.67217,-157.825,55.66817,-157.8685,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",128,128,27,6,21720,Pacific cod,Gadus macrocephalus,550,Male,2000,,,,,1,1,,29-SEP-21
GOA,1984,314,30237,198401,57,26,55.8055,-158.4235,55.80483,-158.47,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",110,110,40,6,21720,Pacific cod,Gadus macrocephalus,470,Female,1300,,,,,1,1,,29-SEP-21
GOA,1987,330,33717,198701,560,251,58.41533,-149.07983,58.419,-149.00683,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,6,Y,"Unspecified problems",115,115,372,131,21720,Pacific cod,Gadus macrocephalus,420,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33717,198701,560,251,58.41533,-149.07983,58.419,-149.00683,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,6,Y,"Unspecified problems",115,115,385,131,21720,Pacific cod,Gadus macrocephalus,530,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33721,198701,560,255,58.58383,-149.663,58.59117,-149.7385,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,389,131,21720,Pacific cod,Gadus macrocephalus,490,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33721,198701,560,255,58.58383,-149.663,58.59117,-149.7385,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,390,131,21720,Pacific cod,Gadus macrocephalus,410,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33721,198701,560,255,58.58383,-149.663,58.59117,-149.7385,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,396,131,21720,Pacific cod,Gadus macrocephalus,460,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33723,198701,560,257,58.60183,-149.97817,58.57333,-150.023,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,404,131,21720,Pacific cod,Gadus macrocephalus,500,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33723,198701,560,257,58.60183,-149.97817,58.57333,-150.023,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,411,131,21720,Pacific cod,Gadus macrocephalus,490,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33724,198701,560,258,58.5825,-150.121,58.58483,-150.185,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",115,115,436,131,21720,Pacific cod,Gadus macrocephalus,450,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33724,198701,560,258,58.5825,-150.121,58.58483,-150.185,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",115,115,437,131,21720,Pacific cod,Gadus macrocephalus,500,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33724,198701,560,258,58.5825,-150.121,58.58483,-150.185,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",115,115,439,131,21720,Pacific cod,Gadus macrocephalus,410,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33729,198701,560,263,59.06167,-149.36067,59.09783,-149.34333,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",179,179,450,133,21720,Pacific cod,Gadus macrocephalus,510,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33729,198701,560,263,59.06167,-149.36067,59.09783,-149.34333,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",179,179,466,133,21720,Pacific cod,Gadus macrocephalus,370,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33729,198701,560,263,59.06167,-149.36067,59.09783,-149.34333,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",179,179,467,133,21720,Pacific cod,Gadus macrocephalus,490,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33729,198701,560,263,59.06167,-149.36067,59.09783,-149.34333,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",179,179,473,133,21720,Pacific cod,Gadus macrocephalus,500,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33732,198701,560,266,59.15183,-148.704,59.191,-148.69667,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",130,130,496,133,21720,Pacific cod,Gadus macrocephalus,510,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33732,198701,560,266,59.15183,-148.704,59.191,-148.69667,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",130,130,500,133,21720,Pacific cod,Gadus macrocephalus,490,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33732,198701,560,266,59.15183,-148.704,59.191,-148.69667,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",130,130,503,133,21720,Pacific cod,Gadus macrocephalus,420,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33732,198701,560,266,59.15183,-148.704,59.191,-148.69667,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",130,130,508,133,21720,Pacific cod,Gadus macrocephalus,420,Male,,,,,,1,1,,29-SEP-21
GOA,1987,330,33734,198701,560,268,59.31017,-148.50967,59.34533,-148.54817,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",93,93,509,133,21720,Pacific cod,Gadus macrocephalus,400,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33738,198701,560,272,59.33833,-149.477,59.327,-149.55067,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,534,133,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33738,198701,560,272,59.33833,-149.477,59.327,-149.55067,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",123,123,536,133,21720,Pacific cod,Gadus macrocephalus,510,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33743,198701,560,277,59.15833,-150.59567,59.16183,-150.67183,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",110,110,571,133,21720,Pacific cod,Gadus macrocephalus,500,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33743,198701,560,277,59.15833,-150.59567,59.16183,-150.67183,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",110,110,572,133,21720,Pacific cod,Gadus macrocephalus,520,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33743,198701,560,277,59.15833,-150.59567,59.16183,-150.67183,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",110,110,573,133,21720,Pacific cod,Gadus macrocephalus,450,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33743,198701,560,277,59.15833,-150.59567,59.16183,-150.67183,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",110,110,574,133,21720,Pacific cod,Gadus macrocephalus,510,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33743,198701,560,277,59.15833,-150.59567,59.16183,-150.67183,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",110,110,579,133,21720,Pacific cod,Gadus macrocephalus,470,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33747,198701,560,281,58.91967,-150.3875,58.91083,-150.315,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",135,135,589,131,21720,Pacific cod,Gadus macrocephalus,520,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33747,198701,560,281,58.91967,-150.3875,58.91083,-150.315,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",135,135,595,131,21720,Pacific cod,Gadus macrocephalus,510,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33747,198701,560,281,58.91967,-150.3875,58.91083,-150.315,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",135,135,602,131,21720,Pacific cod,Gadus macrocephalus,480,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33758,198701,560,292,58.974,-151.43,59.005,-151.48617,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,620,132,21720,Pacific cod,Gadus macrocephalus,470,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33758,198701,560,292,58.974,-151.43,59.005,-151.48617,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,628,132,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33758,198701,560,292,58.974,-151.43,59.005,-151.48617,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,635,132,21720,Pacific cod,Gadus macrocephalus,490,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33758,198701,560,292,58.974,-151.43,59.005,-151.48617,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,637,132,21720,Pacific cod,Gadus macrocephalus,440,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33758,198701,560,292,58.974,-151.43,59.005,-151.48617,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,648,132,21720,Pacific cod,Gadus macrocephalus,500,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33758,198701,560,292,58.974,-151.43,59.005,-151.48617,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,654,132,21720,Pacific cod,Gadus macrocephalus,390,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33762,198701,560,296,58.72483,-152.396,58.74717,-152.46917,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",150,150,0,132,21720,Pacific cod,Gadus macrocephalus,550,Female,1560,,,,,1,0,,29-SEP-21
GOA,1987,330,33762,198701,560,296,58.72483,-152.396,58.74717,-152.46917,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",150,150,0,132,21720,Pacific cod,Gadus macrocephalus,590,Female,2254,,,,,1,0,,29-SEP-21
GOA,1987,330,33762,198701,560,296,58.72483,-152.396,58.74717,-152.46917,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",150,150,0,132,21720,Pacific cod,Gadus macrocephalus,630,Female,2531,,,,,1,0,,29-SEP-21
GOA,1987,330,33762,198701,560,296,58.72483,-152.396,58.74717,-152.46917,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",150,150,0,132,21720,Pacific cod,Gadus macrocephalus,730,Female,4100,,,,,1,0,,29-SEP-21
GOA,1987,330,33762,198701,560,296,58.72483,-152.396,58.74717,-152.46917,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",150,150,0,132,21720,Pacific cod,Gadus macrocephalus,510,Female,1270,,,,,1,0,,29-SEP-21
GOA,1987,330,33765,198701,560,299,58.6455,-153.21067,58.61117,-153.17217,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",165,165,0,132,21720,Pacific cod,Gadus macrocephalus,380,Male,556,,,,,1,0,,29-SEP-21
GOA,1987,330,33765,198701,560,299,58.6455,-153.21067,58.61117,-153.17217,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",165,165,0,132,21720,Pacific cod,Gadus macrocephalus,520,Male,1500,,,,,1,0,,29-SEP-21
GOA,1984,314,30244,198401,57,33,54.957,-158.5805,54.933,-158.56083,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",159,159,60,6,21720,Pacific cod,Gadus macrocephalus,900,Male,9250,,,,,1,1,,29-SEP-21
GOA,1984,314,30244,198401,57,33,54.957,-158.5805,54.933,-158.56083,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",159,159,68,6,21720,Pacific cod,Gadus macrocephalus,800,Female,7000,,,,,1,1,,29-SEP-21
GOA,1984,314,30244,198401,57,33,54.957,-158.5805,54.933,-158.56083,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",159,159,70,6,21720,Pacific cod,Gadus macrocephalus,680,Female,3750,,,,,1,1,,29-SEP-21
GOA,1984,314,30244,198401,57,33,54.957,-158.5805,54.933,-158.56083,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",159,159,74,6,21720,Pacific cod,Gadus macrocephalus,770,Female,4800,,,,,1,1,,29-SEP-21
GOA,1984,314,30246,198401,57,35,54.73233,-159.23617,54.7305,-159.20983,13,Shumagin,1,100,"Shumagin Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",64,64,76,5,21720,Pacific cod,Gadus macrocephalus,510,Female,1550,,,,,1,1,,29-SEP-21
GOA,1984,314,30246,198401,57,35,54.73233,-159.23617,54.7305,-159.20983,13,Shumagin,1,100,"Shumagin Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",64,64,85,5,21720,Pacific cod,Gadus macrocephalus,460,Female,775,,,,,1,1,,29-SEP-21
GOA,1984,314,30246,198401,57,35,54.73233,-159.23617,54.7305,-159.20983,13,Shumagin,1,100,"Shumagin Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",64,64,94,5,21720,Pacific cod,Gadus macrocephalus,480,Male,1200,,,,,1,1,,29-SEP-21
GOA,1984,314,30259,198401,57,48,55.60117,-158.99333,55.615,-159.0285,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",102,102,103,6,21720,Pacific cod,Gadus macrocephalus,540,Male,1800,,,,,1,1,,29-SEP-21
GOA,1984,314,30262,198401,57,51,55.52733,-159.856,55.54383,-159.888,112,Shumagin,101,200,"West Shumagin Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",174,174,117,6,21720,Pacific cod,Gadus macrocephalus,520,Female,1525,,,,,1,1,,29-SEP-21
GOA,1984,314,30262,198401,57,51,55.52733,-159.856,55.54383,-159.888,112,Shumagin,101,200,"West Shumagin Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",174,174,129,6,21720,Pacific cod,Gadus macrocephalus,730,Female,6250,,,,,1,1,,29-SEP-21
GOA,1984,314,30265,198401,57,54,55.39167,-160.495,55.39167,-160.45,13,Shumagin,1,100,"Shumagin Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",57,57,148,4,21720,Pacific cod,Gadus macrocephalus,190,Female,55,,,,,1,1,,29-SEP-21
GOA,1984,314,30277,198401,57,66,54.83833,-161.14,54.82667,-161.18,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,149,5,21720,Pacific cod,Gadus macrocephalus,440,Female,976,,,,,1,1,,29-SEP-21
GOA,1984,314,30277,198401,57,66,54.83833,-161.14,54.82667,-161.18,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,150,5,21720,Pacific cod,Gadus macrocephalus,350,Female,462,,,,,1,1,,29-SEP-21
GOA,1984,314,30277,198401,57,66,54.83833,-161.14,54.82667,-161.18,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,153,5,21720,Pacific cod,Gadus macrocephalus,520,Female,1271,,,,,1,1,,29-SEP-21
GOA,1984,314,30277,198401,57,66,54.83833,-161.14,54.82667,-161.18,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",104,104,157,5,21720,Pacific cod,Gadus macrocephalus,550,Female,2000,,,,,1,1,,29-SEP-21
GOA,1987,330,33768,198701,560,302,58.35333,-153.60467,58.36867,-153.66733,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",172,172,0,132,21720,Pacific cod,Gadus macrocephalus,570,Male,1900,,,,,1,0,,29-SEP-21
GOA,1987,330,33768,198701,560,302,58.35333,-153.60467,58.36867,-153.66733,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",172,172,0,132,21720,Pacific cod,Gadus macrocephalus,570,Female,2100,,,,,1,0,,29-SEP-21
GOA,1987,330,33768,198701,560,302,58.35333,-153.60467,58.36867,-153.66733,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",172,172,0,132,21720,Pacific cod,Gadus macrocephalus,670,Female,3650,,,,,1,0,,29-SEP-21
GOA,1987,330,33768,198701,560,302,58.35333,-153.60467,58.36867,-153.66733,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",172,172,0,132,21720,Pacific cod,Gadus macrocephalus,440,Male,900,,,,,1,0,,29-SEP-21
GOA,1987,330,33789,198701,560,323,56.25267,-155.84283,56.2895,-155.85767,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",101,101,680,121,21720,Pacific cod,Gadus macrocephalus,580,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33789,198701,560,323,56.25267,-155.84283,56.2895,-155.85767,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",101,101,684,121,21720,Pacific cod,Gadus macrocephalus,510,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33789,198701,560,323,56.25267,-155.84283,56.2895,-155.85767,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",101,101,687,121,21720,Pacific cod,Gadus macrocephalus,430,Female,,,,,,1,1,,29-SEP-21
GOA,1987,330,33789,198701,560,323,56.25267,-155.84283,56.2895,-155.85767,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",101,101,688,121,21720,Pacific cod,Gadus macrocephalus,410,Female,,,,,,1,1,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,699,121,21720,Pacific cod,Gadus macrocephalus,440,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,701,121,21720,Pacific cod,Gadus macrocephalus,400,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,702,121,21720,Pacific cod,Gadus macrocephalus,540,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,705,121,21720,Pacific cod,Gadus macrocephalus,400,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,709,121,21720,Pacific cod,Gadus macrocephalus,400,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,711,121,21720,Pacific cod,Gadus macrocephalus,500,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33792,198701,560,326,56.423,-155.7165,56.46683,-155.72667,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",121,121,719,121,21720,Pacific cod,Gadus macrocephalus,450,Male,,,,,,1,5,,29-SEP-21
